learning_rate,train_F1,test_F1
0.347,0.9525786364362127,0.9624920534011443
0.348,0.9525786364362127,0.9624920534011443
0.349,0.9525786364362127,0.9624920534011443
0.35,0.9525786364362127,0.9624920534011443
0.351,0.9525786364362127,0.9624920534011443
0.352,0.9525786364362127,0.9624920534011443
0.353,0.9525786364362127,0.963151207115629
0.354,0.9525786364362127,0.963151207115629
0.355,0.9525786364362127,0.963151207115629
0.356,0.9525786364362127,0.963151207115629
0.357,0.9525786364362127,0.963151207115629
0.358,0.95242656449553,0.963151207115629
0.359,0.95242656449553,0.963151207115629
0.36,0.95242656449553,0.963151207115629
0.361,0.95242656449553,0.963151207115629
0.362,0.95242656449553,0.963151207115629
0.363,0.95242656449553,0.963151207115629
0.364,0.95242656449553,0.963151207115629
0.365,0.95242656449553,0.963151207115629
0.366,0.95242656449553,0.963151207115629
0.367,0.95242656449553,0.963151207115629
0.368,0.9525937749401436,0.963151207115629
0.369,0.9525937749401436,0.963151207115629
0.37,0.9525937749401436,0.963151207115629
0.371,0.952441749122247,0.963151207115629
0.372,0.952441749122247,0.963151207115629
0.373,0.952441749122247,0.963151207115629
0.374,0.952441749122247,0.963151207115629
0.375,0.952441749122247,0.963151207115629
0.376,0.952441749122247,0.963151207115629
0.377,0.952441749122247,0.963151207115629
0.378,0.952441749122247,0.963151207115629
0.379,0.952441749122247,0.963151207115629
0.38,0.9522897718206479,0.963151207115629
0.381,0.9522897718206479,0.963151207115629
0.382,0.9522897718206479,0.963151207115629
0.383,0.9522897718206479,0.963151207115629
0.384,0.9522897718206479,0.963151207115629
0.385,0.9522897718206479,0.963151207115629
0.386,0.9522897718206479,0.963151207115629
0.387,0.9522897718206479,0.963151207115629
0.388,0.9522897718206479,0.963151207115629
0.389,0.9522897718206479,0.963151207115629
0.39,0.9522897718206479,0.963151207115629
0.391,0.9522897718206479,0.963151207115629
0.392,0.952456924058711,0.963151207115629
0.393,0.952456924058711,0.963151207115629
0.394,0.952456924058711,0.963151207115629
0.395,0.9526240229701707,0.963151207115629
0.396,0.9526240229701707,0.963151207115629
